"carat";"cut";"price"
1,01;"Premium";4269
0,9;"Premium";4269
0,9;"Very Good";4269
0,9;"Very Good";4269
0,9;"Very Good";4269
0,9;"Ideal";4269
0,9;"Good";4269
1;"Very Good";4269
0,9;"Ideal";4269
1,01;"Ideal";4269
1,1;"Premium";4269
1,21;"Good";4269
1,21;"Premium";4269
1,01;"Premium";4270
1,01;"Very Good";4270
0,81;"Ideal";4270
1,06;"Ideal";4270
1,15;"Premium";4270
1,01;"Very Good";4270
1,01;"Very Good";4271
0,83;"Ideal";4271
1,13;"Premium";4271
1,11;"Very Good";4273
1,11;"Ideal";4273
1;"Very Good";4273
1;"Good";4273
1,09;"Premium";4273
1,09;"Fair";4273
1,02;"Premium";4273
1,2;"Very Good";4274
0,74;"Good";4274
1,01;"Good";4274
1,18;"Premium";4274
1;"Ideal";4274
1,03;"Premium";4274
0,92;"Premium";4274
1,03;"Premium";4274
0,96;"Premium";4274
1,2;"Premium";4274
0,65;"Ideal";4275
1,1;"Ideal";4275
1,01;"Premium";4276
0,9;"Very Good";4276
1,1;"Very Good";4276
1,1;"Very Good";4276
1,08;"Very Good";4276
1,14;"Ideal";4276
1,07;"Ideal";4276
1;"Good";4276
1,01;"Good";4276
1,01;"Good";4276
1,01;"Fair";4276
1,01;"Fair";4276
1,01;"Fair";4276
1,01;"Ideal";4276
1,12;"Premium";4277
1,29;"Fair";4277
0,9;"Fair";4277
1,04;"Ideal";4277
1,04;"Premium";4277
1,04;"Premium";4277
0,9;"Good";4278
1;"Ideal";4278
0,33;"Ideal";579
0,33;"Ideal";579
0,33;"Premium";579
0,33;"Ideal";579
0,33;"Ideal";579
0,32;"Ideal";580
0,32;"Ideal";580
0,32;"Ideal";580
0,26;"Premium";580
0,26;"Ideal";580
0,26;"Ideal";580
0,26;"Premium";580
0,26;"Premium";580
0,26;"Premium";580
0,26;"Ideal";580
0,26;"Premium";580
0,26;"Ideal";580
0,35;"Ideal";580
0,32;"Premium";580
0,3;"Very Good";581
0,3;"Very Good";581
0,3;"Very Good";581
0,3;"Ideal";581
0,3;"Ideal";581
0,38;"Ideal";581
0,34;"Good";581
0,43;"Premium";581
0,31;"Fair";581
0,38;"Very Good";581
0,38;"Ideal";581
0,97;"Ideal";4278
1,07;"Premium";4278
1,07;"Premium";4278
1,24;"Premium";4278
1,24;"Premium";4278
1,07;"Premium";4278
0,91;"Good";4279
0,91;"Very Good";4279
0,61;"Ideal";4279
1,03;"Ideal";4280
1,02;"Ideal";4281
1,02;"Ideal";4281
0,92;"Very Good";4281
0,64;"Ideal";4281
0,98;"Fair";4281
1,05;"Fair";4281
1,05;"Very Good";4281
1,13;"Very Good";4282
1,03;"Very Good";4282
1,03;"Ideal";4283
1,11;"Very Good";4283
1,1;"Very Good";4283
1,03;"Very Good";4283
1,03;"Ideal";4283
1,11;"Premium";4283
1,07;"Premium";4284
0,91;"Good";4284
0,91;"Good";4284
0,91;"Good";4284
0,81;"Premium";4284
0,91;"Very Good";4284
1,02;"Very Good";4284
1;"Premium";4284
1,5;"Fair";4284
0,91;"Ideal";4284
1;"Ideal";4284
1,02;"Very Good";4284
1,02;"Premium";4284
1,02;"Premium";4284
1,02;"Premium";4284
0,9;"Ideal";4284
1,02;"Premium";4284
1,02;"Premium";4284
1,02;"Ideal";4284
1,02;"Premium";4284
0,72;"Ideal";4285
1,01;"Good";4285
1,02;"Very Good";4286
0,9;"Very Good";4286
0,92;"Premium";4287
0,9;"Very Good";4288
0,71;"Good";4289
0,91;"Very Good";4289
0,9;"Very Good";4289
1,04;"Very Good";4290
1,04;"Premium";4290
1,04;"Ideal";4290
1,03;"Ideal";4290
1,04;"Good";4290
1,12;"Ideal";4290
1,02;"Ideal";4291
1,02;"Very Good";4291
1,02;"Premium";4291
1,02;"Very Good";4291
0,9;"Very Good";4291
1,29;"Premium";4291
1,03;"Very Good";4292
1,05;"Very Good";4292
0,85;"Very Good";4293
0,56;"Ideal";4293
0,91;"Premium";4293
1,18;"Very Good";4294
1,13;"Premium";4294
1,01;"Very Good";4295
1;"Ideal";4295
1;"Very Good";4295
1;"Good";4295
1;"Very Good";4295
1;"Fair";4295
1;"Very Good";4295
1;"Fair";4295
1;"Very Good";4295
1;"Premium";4295
1;"Premium";4295
0,9;"Very Good";4296
0,9;"Good";4296
1,02;"Ideal";4297
0,9;"Very Good";4297
0,93;"Premium";4297
0,91;"Good";4298
1,01;"Very Good";4298
1,01;"Premium";4299
1,01;"Very Good";4299
1,01;"Very Good";4299
1,01;"Very Good";4299
1,01;"Ideal";4299
1,2;"Very Good";4301
1,2;"Premium";4301
0,96;"Ideal";4301
1,01;"Good";4302
1,13;"Ideal";4303
0,91;"Very Good";4303
1,02;"Very Good";4303
1,09;"Premium";4303
0,77;"Very Good";4304
0,93;"Very Good";4304
0,8;"Very Good";4304
1,01;"Very Good";4304
0,9;"Ideal";4304
0,9;"Very Good";4304
0,9;"Premium";4304
0,9;"Premium";4304
0,9;"Premium";4304
0,9;"Very Good";4304
0,9;"Very Good";4304
0,9;"Premium";4304
0,9;"Premium";4304
0,9;"Premium";4304
1;"Good";4305
1,01;"Very Good";4306
1,01;"Very Good";4306
1,13;"Ideal";4307
1,11;"Very Good";4307
1,07;"Very Good";4307
1;"Good";4307
1,16;"Fair";4307
1;"Very Good";4308
0,98;"Premium";4308
1,01;"Premium";4308
0,9;"Very Good";4309
0,9;"Good";4309
0,9;"Good";4309
0,9;"Good";4309
0,9;"Very Good";4309
0,9;"Very Good";4309
0,9;"Good";4309
0,9;"Premium";4309
0,91;"Good";4309
0,9;"Premium";4309
0,92;"Ideal";4309
0,9;"Very Good";4309
0,9;"Fair";4309
0,9;"Ideal";4309
1,04;"Very Good";4310
1,21;"Premium";4310
0,66;"Very Good";4311
1;"Very Good";4311
1;"Very Good";4311
1;"Fair";4312
1;"Very Good";4312
1,21;"Very Good";4312
1;"Very Good";4312
1;"Good";4312
1,12;"Very Good";4312
1,1;"Good";4312
1,1;"Premium";4312
1;"Fair";4312
1;"Fair";4312
1;"Premium";4312
1;"Fair";4312
1;"Fair";4312
1;"Good";4312
1;"Ideal";4312
0,91;"Premium";4313
1,01;"Very Good";4313
1,06;"Ideal";4313
1,07;"Ideal";4314
0,81;"Ideal";4314
0,9;"Ideal";4314
1,07;"Premium";4314
1,07;"Very Good";4314
1,03;"Very Good";4315
0,9;"Very Good";4315
0,9;"Very Good";4315
0,9;"Very Good";4315
1,15;"Ideal";4315
0,81;"Ideal";4315
1,09;"Ideal";4315
0,9;"Good";4315
1,11;"Premium";4315
0,91;"Very Good";4316
1;"Very Good";4316
1,11;"Very Good";4316
1,01;"Ideal";4316
1,04;"Very Good";4316
1,04;"Premium";4316
1,01;"Premium";4317
0,91;"Ideal";4317
0,93;"Ideal";4317
1,01;"Fair";4317
0,84;"Very Good";4318
1,08;"Premium";4318
0,9;"Ideal";4318
1,02;"Good";4318
1,08;"Premium";4318
1,08;"Very Good";4318
1,05;"Premium";4318
1,05;"Premium";4318
1,05;"Very Good";4318
1,05;"Premium";4318
1,02;"Premium";4318
0,84;"Premium";4318
1,02;"Very Good";4319
1,02;"Ideal";4319
1;"Premium";4319
1,02;"Ideal";4319
1,07;"Premium";4319
1,07;"Ideal";4319
1,16;"Premium";4320
0,9;"Very Good";4320
0,65;"Ideal";4320
1,01;"Premium";4320
1,01;"Good";4320
1,01;"Premium";4320
1,45;"Fair";4320
1,07;"Very Good";4321
0,9;"Premium";4321
1;"Very Good";4321
1;"Very Good";4321
1;"Very Good";4321
1,04;"Premium";4321
1,04;"Good";4321
1,12;"Premium";4321
1,06;"Good";4321
1,09;"Very Good";4322
1,09;"Premium";4322
1,09;"Premium";4322
1,16;"Very Good";4323
0,7;"Ideal";4323
0,7;"Ideal";4323
1,04;"Ideal";4323
0,9;"Very Good";4324
0,9;"Very Good";4324
0,9;"Very Good";4324
1,17;"Premium";4324
1,27;"Good";4324
0,9;"Ideal";4324
0,93;"Very Good";4325
0,71;"Ideal";4325
0,68;"Ideal";4325
0,84;"Ideal";4325
1,12;"Ideal";4325
1,03;"Ideal";4325
0,92;"Ideal";4325
1,03;"Good";4326
1,03;"Very Good";4326
1,01;"Good";4326
0,92;"Good";4326
1,03;"Premium";4326
1,16;"Premium";4326
1,16;"Premium";4326
1,03;"Very Good";4326
1,01;"Premium";4327
1,01;"Good";4327
0,92;"Very Good";4327
0,82;"Ideal";4327
1,01;"Premium";4327
1,01;"Premium";4327
1,01;"Premium";4327
1,01;"Premium";4327
1,01;"Ideal";4327
1,01;"Premium";4327
1,01;"Ideal";4327
1,01;"Premium";4327
1,01;"Premium";4327
1,01;"Premium";4327
1,01;"Premium";4327
0,9;"Very Good";4328
0,9;"Very Good";4328
1;"Fair";4328
1,15;"Premium";4328
1,15;"Premium";4328
1,03;"Fair";4328
1,03;"Premium";4328
1,5;"Fair";4328
0,92;"Ideal";4328
1,19;"Very Good";4329
1,04;"Premium";4330
1,01;"Premium";4330
1,05;"Ideal";4331
1,05;"Ideal";4331
1,25;"Premium";4331
1,19;"Premium";4332
0,91;"Premium";4332
1,04;"Very Good";4332
1,01;"Very Good";4332
1,01;"Very Good";4332
1,06;"Ideal";4333
1,08;"Ideal";4333
0,96;"Ideal";4333
1;"Premium";4333
1;"Premium";4333
1;"Premium";4333
0,91;"Very Good";4334
0,88;"Ideal";4334
0,9;"Premium";4334
0,9;"Good";4334
0,9;"Premium";4334
0,78;"Ideal";4336
1,01;"Ideal";4336
0,39;"Good";581
0,39;"Ideal";581
0,39;"Very Good";581
0,38;"Premium";581
0,39;"Premium";581
0,25;"Ideal";582
0,25;"Ideal";582
0,25;"Ideal";582
0,31;"Ideal";582
0,25;"Ideal";582
0,25;"Very Good";583
0,23;"Very Good";583
0,23;"Very Good";583
0,23;"Very Good";583
0,23;"Very Good";583
0,23;"Very Good";583
0,23;"Very Good";583
0,23;"Very Good";583
0,23;"Very Good";583
0,36;"Very Good";583
0,27;"Ideal";583
0,27;"Ideal";583
0,27;"Ideal";583
0,37;"Ideal";583
0,37;"Premium";583
0,37;"Premium";583
0,31;"Ideal";583
0,31;"Good";583
0,31;"Good";583
0,31;"Ideal";583
1,01;"Ideal";4336
0,74;"Good";4336
1,01;"Very Good";4337
0,91;"Ideal";4337
1,21;"Premium";4337
1,01;"Very Good";4338
1,01;"Good";4338
1,01;"Premium";4338
1,01;"Good";4338
1,01;"Premium";4338
1,23;"Premium";4338
1,01;"Premium";4338
1,01;"Premium";4338
1,01;"Premium";4338
1,01;"Premium";4338
1,01;"Premium";4338
0,72;"Very Good";4339
1,01;"Good";4339
1,01;"Good";4339
1,07;"Very Good";4340
1;"Premium";4340
1,25;"Premium";4340
1,25;"Premium";4340
1,02;"Very Good";4341
0,7;"Ideal";4341
1,02;"Premium";4341
0,95;"Premium";4341
1,08;"Ideal";4344
1,04;"Ideal";4344
0,91;"Good";4345
1,52;"Premium";4345
1,01;"Very Good";4346
1,2;"Good";4346
1,03;"Ideal";4347
1,15;"Premium";4347
1,15;"Premium";4347
1,15;"Ideal";4347
1,02;"Very Good";4348
1;"Very Good";4348
1,13;"Very Good";4348
1,01;"Premium";4348
1,09;"Very Good";4349
1,13;"Premium";4350
0,92;"Premium";4350
0,78;"Ideal";4350
1,01;"Ideal";4350
0,93;"Very Good";4351
0,9;"Ideal";4351
1,01;"Very Good";4352
0,91;"Premium";4352
1,34;"Very Good";4352
1,18;"Very Good";4353
1,27;"Premium";4353
1,02;"Ideal";4353
0,9;"Good";4353
1,02;"Very Good";4354
1,1;"Premium";4354
1,05;"Premium";4354
1,08;"Ideal";4355
0,9;"Premium";4355
1,01;"Ideal";4355
1,01;"Premium";4355
1,01;"Very Good";4355
1,01;"Very Good";4355
1,01;"Very Good";4355
1,01;"Very Good";4355
1,01;"Good";4355
1,01;"Very Good";4355
1,01;"Premium";4355
0,97;"Good";4355
0,9;"Premium";4355
0,9;"Premium";4355
1,08;"Premium";4355
1,01;"Fair";4355
1,01;"Premium";4355
0,96;"Ideal";4355
0,96;"Ideal";4355
1,01;"Good";4355
1,01;"Premium";4355
1,01;"Premium";4355
1,1;"Very Good";4356
1,02;"Good";4356
1,01;"Ideal";4357
1,06;"Good";4357
0,91;"Premium";4357
0,9;"Very Good";4358
1,02;"Ideal";4360
0,91;"Ideal";4360
1,13;"Premium";4360
1,1;"Good";4361
1,1;"Very Good";4361
1,09;"Ideal";4361
0,7;"Very Good";4362
1,03;"Premium";4362
1,08;"Very Good";4362
1,01;"Premium";4362
0,72;"Ideal";4362
0,8;"Ideal";4362
0,9;"Good";4362
1,07;"Premium";4362
0,71;"Very Good";4363
1,01;"Very Good";4363
1,05;"Premium";4363
1,02;"Ideal";4363
0,85;"Ideal";4363
1,05;"Premium";4363
1,05;"Premium";4363
1,04;"Very Good";4364
1,05;"Ideal";4364
0,96;"Premium";4365
0,84;"Premium";4365
1,07;"Premium";4366
1,07;"Premium";4366
1,02;"Ideal";4366
0,94;"Ideal";4366
1,2;"Ideal";4368
1,5;"Fair";4368
1,2;"Fair";4368
1,04;"Ideal";4368
1,04;"Premium";4368
1,2;"Ideal";4368
1,02;"Good";4368
1,04;"Premium";4368
1,04;"Premium";4368
1,04;"Premium";4368
1,2;"Premium";4368
1,3;"Premium";4368
1,2;"Fair";4368
1;"Premium";4368
1,04;"Premium";4368
1;"Fair";4368
1,04;"Ideal";4368
1;"Fair";4368
0,51;"Fair";4368
0,9;"Very Good";4369
1,01;"Very Good";4369
0,7;"Ideal";4369
0,9;"Ideal";4369
1,01;"Good";4369
0,91;"Very Good";4370
0,9;"Good";4370
0,9;"Good";4370
1,02;"Premium";4370
1,02;"Very Good";4370
1,04;"Premium";4370
1,02;"Ideal";4370
1,02;"Premium";4370
1,13;"Ideal";4371
1,01;"Premium";4371
1,09;"Very Good";4372
1,06;"Very Good";4372
1,06;"Premium";4372
1;"Very Good";4372
1;"Very Good";4372
1,06;"Premium";4372
1;"Ideal";4372
1;"Ideal";4372
1;"Premium";4372
1;"Good";4372
1;"Very Good";4372
0,73;"Ideal";4372
0,84;"Ideal";4372
0,93;"Premium";4373
1,12;"Premium";4373
1,12;"Very Good";4373
1,02;"Very Good";4373
0,85;"Ideal";4373
0,85;"Ideal";4373
1,32;"Premium";4373
1,03;"Very Good";4374
1,07;"Ideal";4374
0,93;"Ideal";4374
1,05;"Premium";4374
1,07;"Ideal";4374
1,07;"Premium";4374
1,04;"Ideal";4375
1,04;"Ideal";4375
1,04;"Very Good";4375
1,01;"Very Good";4375
1,24;"Premium";4375
1,24;"Fair";4375
1,02;"Ideal";4375
0,93;"Good";4375
1,11;"Ideal";4377
0,76;"Ideal";4377
1,21;"Ideal";4377
0,83;"Ideal";4378
1,01;"Ideal";4378
0,92;"Premium";4379
1;"Very Good";4379
0,9;"Very Good";4379
0,71;"Ideal";4380
1,02;"Premium";4381
0,9;"Very Good";4381
0,9;"Good";4381
0,9;"Very Good";4381
0,9;"Good";4381
0,9;"Premium";4381
0,9;"Very Good";4381
0,9;"Very Good";4381
0,9;"Very Good";4381
0,9;"Good";4381
0,9;"Very Good";4381
0,9;"Very Good";4381
0,9;"Good";4381
1,02;"Premium";4381
1,02;"Fair";4381
1,02;"Premium";4381
1,02;"Premium";4381
1,02;"Premium";4381
0,9;"Very Good";4382
0,9;"Good";4382
1,03;"Ideal";4382
0,9;"Good";4382
0,76;"Ideal";4382
1;"Very Good";4383
1,09;"Ideal";4383
1,01;"Ideal";4383
0,74;"Ideal";4383
1,01;"Very Good";4384
1,03;"Premium";4384
1,03;"Ideal";4384
0,9;"Premium";4385
1,13;"Very Good";4385
0,9;"Premium";4385
0,9;"Premium";4385
1,13;"Ideal";4385
0,9;"Premium";4385
0,9;"Premium";4385
0,9;"Premium";4386
0,9;"Very Good";4386
0,91;"Ideal";4386
1;"Good";4386
1,2;"Premium";4387
1,44;"Premium";4387
0,93;"Premium";4387
0,8;"Ideal";4388
0,96;"Premium";4388
1;"Good";4389
1;"Very Good";4389
1;"Good";4389
1;"Premium";4389
1;"Good";4389
1;"Good";4389
0,91;"Very Good";4389
1;"Ideal";4390
1,1;"Ideal";4390
0,9;"Ideal";4390
1;"Very Good";4390
1,12;"Premium";4390
1;"Premium";4390
1;"Premium";4390
1,13;"Very Good";4391
1,03;"Ideal";4391
1,08;"Good";4391
1,21;"Premium";4391
1,21;"Premium";4391
0,91;"Ideal";4392
1;"Very Good";4392
1;"Good";4394
1,09;"Premium";4395
1,09;"Premium";4395
1,16;"Good";4395
1;"Very Good";4395
1,03;"Ideal";4395
0,9;"Good";4395
1,01;"Premium";4395
1,01;"Premium";4395
0,9;"Very Good";4397
1,02;"Ideal";4397
1,02;"Ideal";4397
1,01;"Good";4397
1,02;"Fair";4398
1,02;"Very Good";4398
1,02;"Good";4398
1,02;"Very Good";4398
1,02;"Very Good";4398
1,02;"Very Good";4398
1,02;"Ideal";4398
1,02;"Very Good";4398
1,05;"Very Good";4398
1,04;"Fair";4398
1,02;"Ideal";4398
1;"Premium";4398
1,02;"Premium";4398
1,02;"Ideal";4398
1,02;"Fair";4398
1,02;"Ideal";4398
0,77;"Very Good";4399
1,01;"Premium";4399
1,01;"Good";4399
1,01;"Good";4399
1,01;"Very Good";4399
1,01;"Good";4399
1,14;"Premium";4399
0,9;"Very Good";4400
0,9;"Very Good";4400
0,9;"Very Good";4400
1;"Good";4400
0,97;"Premium";4400
0,31;"Very Good";583
0,31;"Good";583
0,31;"Ideal";583
0,31;"Ideal";583
0,31;"Premium";583
0,31;"Very Good";583
0,31;"Good";583
0,31;"Very Good";583
0,31;"Ideal";583
0,31;"Very Good";583
0,31;"Ideal";583
0,35;"Ideal";583
0,35;"Premium";583
0,35;"Ideal";583
0,35;"Ideal";583
0,35;"Good";583
0,35;"Good";583
0,35;"Premium";583
0,35;"Very Good";583
0,26;"Very Good";584
0,32;"Very Good";584
0,32;"Very Good";584
0,5;"Fair";584
0,34;"Ideal";584
0,37;"Good";584
0,37;"Very Good";584
0,37;"Good";584
0,37;"Premium";584
0,34;"Premium";584
0,3;"Very Good";585
1,07;"Premium";4401
0,9;"Ideal";4401
0,9;"Very Good";4401
1,06;"Ideal";4401
1,03;"Ideal";4401
1,07;"Premium";4401
0,9;"Good";4401
1,07;"Ideal";4401
1,06;"Ideal";4402
1,04;"Ideal";4403
0,9;"Ideal";4403
1,04;"Fair";4403
1,04;"Ideal";4404
0,92;"Good";4404
1,02;"Very Good";4404
1,02;"Very Good";4404
0,97;"Very Good";4404
1,51;"Premium";4404
1,21;"Very Good";4404
1,21;"Premium";4404
1,15;"Very Good";4405
1,05;"Ideal";4405
1,05;"Ideal";4405
1;"Good";4405
0,93;"Good";4405
0,92;"Ideal";4405
1,06;"Ideal";4405
0,92;"Ideal";4406
0,92;"Good";4406
1,03;"Premium";4406
1,03;"Very Good";4406
1,13;"Good";4406
0,9;"Premium";4407
1,08;"Very Good";4407
1,08;"Premium";4407
0,77;"Ideal";4407
1,03;"Ideal";4407
0,7;"Good";4407
1,23;"Premium";4408
0,9;"Good";4409
1,25;"Premium";4410
1,05;"Ideal";4410
1,05;"Ideal";4410
1,01;"Premium";4412
1,01;"Very Good";4412
1,01;"Premium";4412
0,81;"Ideal";4412
1,01;"Very Good";4412
1,01;"Premium";4412
1,01;"Premium";4412
1,06;"Very Good";4413
1,07;"Premium";4413
1,07;"Very Good";4413
1;"Very Good";4413
1,01;"Ideal";4413
1,01;"Good";4413
1,08;"Ideal";4413
1,03;"Very Good";4413
1,03;"Premium";4413
1,02;"Good";4414
1,02;"Very Good";4414
1,08;"Premium";4414
1,1;"Very Good";4414
1,03;"Very Good";4414
1,03;"Very Good";4414
1,04;"Ideal";4414
1,03;"Good";4414
1,08;"Very Good";4415
1,01;"Very Good";4416
1,01;"Very Good";4416
1,01;"Good";4416
1,01;"Premium";4416
1,01;"Premium";4416
1,01;"Ideal";4416
1,01;"Premium";4416
1,01;"Premium";4416
1,01;"Premium";4416
1,01;"Ideal";4416
1,01;"Good";4416
1,01;"Very Good";4416
1,01;"Very Good";4416
1;"Good";4416
1,06;"Ideal";4416
0,83;"Ideal";4417
1,01;"Fair";4417
0,95;"Very Good";4418
1,15;"Very Good";4418
1,01;"Very Good";4418
1,01;"Premium";4418
0,9;"Very Good";4419
1;"Very Good";4419
0,9;"Very Good";4419
0,9;"Ideal";4419
1,07;"Ideal";4419
0,9;"Good";4419
0,92;"Premium";4420
0,86;"Ideal";4420
1,07;"Ideal";4421
1,1;"Very Good";4422
1,07;"Ideal";4422
1,12;"Ideal";4422
1,12;"Premium";4422
1,04;"Ideal";4423
0,91;"Very Good";4423
1,17;"Premium";4423
1,35;"Ideal";4423
1,17;"Premium";4423
1,35;"Good";4423
1,35;"Fair";4423
0,9;"Premium";4424
1,03;"Fair";4424
0,9;"Premium";4424
1,16;"Ideal";4425
1,01;"Very Good";4425
1,01;"Ideal";4425
1;"Ideal";4425
0,93;"Good";4425
1,04;"Ideal";4426
1;"Very Good";4426
1,04;"Very Good";4426
0,95;"Premium";4426
1,23;"Premium";4426
1,04;"Good";4427
1,05;"Very Good";4427
1,04;"Very Good";4427
0,9;"Premium";4427
1;"Ideal";4427
1;"Premium";4427
1;"Good";4427
1;"Good";4427
0,9;"Very Good";4428
1,28;"Ideal";4428
0,9;"Ideal";4428
1,11;"Ideal";4428
0,91;"Premium";4429
0,91;"Very Good";4429
1,05;"Very Good";4429
0,91;"Very Good";4429
0,91;"Ideal";4429
0,91;"Very Good";4430
1,13;"Premium";4430
1,13;"Premium";4430
0,9;"Very Good";4432
0,9;"Good";4432
0,9;"Premium";4432
1,01;"Very Good";4432
1,01;"Very Good";4432
1,01;"Very Good";4432
1,01;"Good";4432
1,07;"Ideal";4434
1,03;"Ideal";4434
0,91;"Very Good";4434
1,01;"Ideal";4434
1,01;"Premium";4434
1,01;"Very Good";4434
0,91;"Very Good";4434
1,01;"Premium";4434
1,01;"Ideal";4434
0,91;"Premium";4434
1,1;"Premium";4435
0,9;"Ideal";4435
1,02;"Premium";4435
1,04;"Very Good";4435
1,01;"Very Good";4435
1,01;"Very Good";4435
0,9;"Very Good";4435
1;"Very Good";4435
0,9;"Premium";4435
0,9;"Premium";4435
1,2;"Premium";4435
1,1;"Premium";4435
1;"Good";4435
0,9;"Very Good";4435
1;"Very Good";4435
1;"Fair";4435
1;"Fair";4435
1;"Premium";4435
1,05;"Very Good";4436
1,04;"Premium";4436
1,01;"Good";4436
1,13;"Very Good";4437
0,91;"Very Good";4437
1,15;"Premium";4437
1,15;"Good";4437
1,19;"Premium";4438
1,01;"Very Good";4438
0,9;"Very Good";4438
1,01;"Premium";4439
0,7;"Ideal";4439
0,9;"Ideal";4439
0,91;"Fair";4439
1,07;"Premium";4440
0,56;"Very Good";4440
1,21;"Premium";4440
1,01;"Good";4440
1,03;"Ideal";4441
1,03;"Premium";4441
0,9;"Very Good";4441
1,03;"Fair";4441
1,03;"Premium";4441
1,03;"Good";4441
1,03;"Good";4441
1,11;"Very Good";4442
1,07;"Ideal";4442
1,01;"Premium";4442
1,08;"Premium";4442
1,2;"Very Good";4443
1,2;"Very Good";4443
1,08;"Ideal";4443
1,02;"Good";4443
1,02;"Good";4443
0,84;"Very Good";4443
0,9;"Premium";4443
1,01;"Ideal";4443
0,91;"Very Good";4444
0,8;"Good";4444
1,09;"Premium";4444
1,24;"Premium";4444
1,01;"Very Good";4445
1;"Good";4445
1,05;"Premium";4445
1,07;"Premium";4446
1,07;"Good";4446
1,07;"Premium";4446
0,9;"Very Good";4447
0,71;"Ideal";4447
0,93;"Premium";4448
1,06;"Ideal";4449
0,9;"Very Good";4449
1,03;"Very Good";4449
1,13;"Ideal";4449
1,02;"Premium";4449
1,01;"Very Good";4449
0,92;"Premium";4451
1,04;"Very Good";4451
1,07;"Very Good";4451
0,85;"Premium";4451
0,93;"Good";4452
0,9;"Ideal";4452
1,06;"Premium";4452
1;"Premium";4452
1,06;"Premium";4452
1;"Ideal";4452
1;"Ideal";4452
1,06;"Ideal";4452
1,06;"Premium";4452
1;"Premium";4452
1;"Premium";4452
1;"Premium";4452
1;"Good";4452
1,06;"Ideal";4452
0,91;"Ideal";4453
1,07;"Good";4453
0,71;"Ideal";4454
1,03;"Ideal";4454
1,02;"Premium";4455
0,9;"Very Good";4455
1,08;"Ideal";4455
1,2;"Very Good";4455
1,2;"Very Good";4455
1,08;"Ideal";4455
1,16;"Very Good";4455
1,16;"Very Good";4455
1,04;"Ideal";4455
0,9;"Premium";4455
1,3;"Premium";4455
1,17;"Very Good";4455
0,9;"Premium";4455
1,02;"Premium";4455
1,04;"Premium";4455
1,04;"Ideal";4455
1,04;"Ideal";4455
1,02;"Fair";4455
1;"Fair";4455
1,02;"Ideal";4455
1,11;"Good";4456
1,11;"Very Good";4456
0,96;"Good";4456
1,09;"Premium";4456
1,01;"Good";4457
1,02;"Ideal";4457
0,92;"Ideal";4457
1,1;"Good";4457
1,11;"Ideal";4457
0,7;"Ideal";4458
1,01;"Ideal";4458
1,01;"Ideal";4458
1,03;"Ideal";4458
1,07;"Ideal";4458
1,02;"Premium";4459
1,06;"Ideal";4459
1,02;"Premium";4459
1,02;"Premium";4459
1,02;"Premium";4459
0,91;"Premium";4459
1;"Ideal";4459
1,02;"Good";4459
1,58;"Premium";4459
0,9;"Good";4460
0,9;"Good";4460
0,3;"Very Good";585
0,3;"Very Good";585
0,38;"Very Good";585
0,4;"Premium";585
0,28;"Very Good";586
0,28;"Very Good";586
0,28;"Ideal";586
0,28;"Ideal";586
0,28;"Ideal";586
0,39;"Ideal";586
0,31;"Ideal";586
0,23;"Ideal";586
0,23;"Ideal";586
0,37;"Ideal";586
0,37;"Ideal";586
0,37;"Ideal";586
0,37;"Ideal";586
0,32;"Ideal";586
0,32;"Ideal";586
0,28;"Ideal";586
0,28;"Ideal";586
0,3;"Fair";586
0,31;"Good";586
0,31;"Premium";586
0,31;"Good";586
0,38;"Very Good";586
0,27;"Very Good";586
0,27;"Ideal";586
0,27;"Ideal";586
0,27;"Good";586
1,18;"Premium";4460
1,18;"Premium";4460
0,9;"Premium";4460
0,9;"Ideal";4460
0,9;"Premium";4460
1,04;"Ideal";4461
1,02;"Fair";4462
1,02;"Fair";4462
0,96;"Premium";4462
1,24;"Very Good";4462
0,9;"Very Good";4463
0,9;"Good";4463
0,9;"Very Good";4463
0,9;"Good";4463
0,9;"Premium";4463
1,14;"Premium";4463
0,91;"Good";4464
1,06;"Very Good";4465
1,06;"Very Good";4465
1,02;"Ideal";4465
1,09;"Ideal";4465
0,9;"Very Good";4466
1,2;"Good";4466
1,03;"Very Good";4466
0,91;"Very Good";4466
0,91;"Very Good";4466
0,91;"Very Good";4466
0,9;"Very Good";4466
0,9;"Very Good";4466
0,9;"Very Good";4466
1;"Ideal";4466
1,05;"Ideal";4466
0,9;"Good";4466
1;"Good";4466
1,01;"Good";4466
1;"Very Good";4467
0,71;"Ideal";4467
1,06;"Ideal";4467
1,04;"Premium";4467
1,04;"Premium";4467
0,8;"Very Good";4468
1,01;"Good";4468
1,01;"Good";4468
1,01;"Premium";4468
1,01;"Premium";4468
1;"Good";4469
0,95;"Ideal";4469
1,04;"Ideal";4469
0,9;"Good";4469
1;"Very Good";4469
1;"Premium";4469
1;"Premium";4469
1;"Premium";4469
1;"Very Good";4469
1;"Premium";4469
1;"Ideal";4469
1;"Ideal";4469
1;"Good";4469
1,14;"Very Good";4470
1,23;"Premium";4470
0,98;"Ideal";4470
1,03;"Ideal";4470
1,06;"Very Good";4471
1,02;"Premium";4471
1,21;"Premium";4472
1,04;"Very Good";4472
1,1;"Premium";4472
1,01;"Very Good";4472
1,21;"Premium";4472
1,03;"Very Good";4473
0,91;"Fair";4474
1;"Good";4474
